Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.591;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;7;28;0;0;3;25;26;0;0;1;0;0;1;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.547.833;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;16;24;40;0;0;8;32;37;0;0;1;0;0;2;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.153;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;18;37;0;0;5;32;24;4;0;2;0;0;4;1;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;002.219.159;2º Módulo;Técnico;Desenvolvimento Educacional e Social;Lazer e Desenvolvimento Social;Arquivo;Noite;14;10;24;0;1;0;23;21;0;0;2;0;0;0;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;003.219.159;3º Módulo;Técnico;Desenvolvimento Educacional e Social;Lazer e Desenvolvimento Social;Arquivo;Noite;17;8;25;0;0;0;25;21;0;0;4;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;001.219.159;1º Módulo;Técnico;Desenvolvimento Educacional e Social;Lazer e Desenvolvimento Social;Arquivo;Noite;31;9;40;0;0;0;40;26;1;0;13;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.547.874;1º Módulo;Técnico;Desenvolvimento Educacional e Social;Lazer e Desenvolvimento Social;Biblioteconomia;Noite;29;11;40;0;0;0;40;35;0;0;0;0;0;4;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.450;2º Módulo;Técnico;Desenvolvimento Educacional e Social;Lazer e Desenvolvimento Social;Biblioteconomia;Noite;19;15;34;0;0;1;33;29;0;0;2;0;0;1;0;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.070;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;20;5;25;0;0;0;25;20;1;0;3;0;0;0;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.554.268;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;23;7;30;0;0;0;30;21;1;0;1;0;0;2;1;0;4
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.054;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;27;3;30;0;1;1;28;21;0;0;1;0;0;2;5;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.823;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;17;4;21;0;0;0;21;20;0;0;1;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.815;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;13;5;18;0;0;0;18;17;0;0;1;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.484;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;20;9;29;0;0;0;29;22;0;0;5;0;0;1;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.547.924;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;26;14;40;0;0;1;39;38;0;0;2;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.625;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;11;16;27;0;0;1;26;27;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.096;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;14;20;34;0;0;1;33;23;0;0;2;0;0;6;1;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.005;1º Módulo;Técnico;Produção Cultural e Design;Design;Museologia;Noite;31;9;40;0;1;2;37;37;0;0;2;0;0;0;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.120;2º Módulo;Técnico;Produção Cultural e Design;Design;Museologia;Noite;19;11;30;0;1;1;28;30;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;235.548.757;3º Módulo;Técnico;Produção Cultural e Design;Design;Museologia;Noite;18;13;31;0;0;1;30;27;0;0;2;0;0;2;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.527.794;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;29;11;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.781;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;23;17;40;0;0;0;0;33;7;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.823;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;25;13;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.527.802;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;33;7;40;0;0;0;0;40;0;0;0;0;0;0;1;1;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.799;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;22;18;40;0;0;0;0;37;2;0;0;0;0;0;1;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.831;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;24;15;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.765;1ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;8;27;35;0;0;0;0;34;0;0;0;0;0;0;1;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.807;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;5;30;35;0;0;0;0;30;3;0;1;0;0;0;1;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.849;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;7;25;32;0;0;0;0;31;0;0;1;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.773;1ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;14;26;40;0;0;0;0;37;2;0;1;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.815;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;8;26;34;0;0;0;0;30;2;0;2;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude;159;234.563.856;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;12;25;37;0;0;0;0;35;0;0;2;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.549.037;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;9;30;0;0;8;22;26;0;0;3;0;0;1;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.549.169;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;4;23;0;0;4;19;20;0;0;1;0;0;1;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.548.963;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;9;30;0;0;8;22;18;1;0;7;0;0;3;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.549.185;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;20;4;24;0;0;5;19;17;2;0;5;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.549.219;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;15;11;26;0;0;3;23;25;0;0;0;0;0;1;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.550.670;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;23;7;30;0;0;6;24;26;0;0;1;0;0;3;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.550.795;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;17;9;26;0;2;9;15;23;1;0;1;0;0;0;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Parque da Juventude (CEU Jaçanã);159.02 - Etec/Ceu;235.550.829;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;16;5;21;0;0;1;20;19;0;0;2;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.009;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;10;33;0;0;2;31;18;7;0;0;0;0;7;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.025;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;17;20;37;0;0;6;31;33;0;0;0;0;0;4;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.545.969;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;14;40;0;0;5;35;28;3;1;0;1;0;6;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.504;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;23;28;0;0;6;22;25;0;0;0;1;0;0;0;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.231;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;8;32;40;0;0;11;29;31;4;0;0;1;0;3;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.280;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;34;39;0;0;7;32;20;4;1;0;2;0;4;0;0;8
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.520;1º Módulo;Técnico;Produção Industrial;Química;Química;Noite;20;20;40;2;0;7;31;31;5;0;0;0;0;2;0;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.546;2º Módulo;Técnico;Produção Industrial;Química;Química;Noite;15;22;37;0;0;5;32;26;3;0;2;0;0;5;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.546.553;3º Módulo;Técnico;Produção Industrial;Química;Química;Noite;13;17;30;0;0;4;26;20;6;0;0;0;0;2;0;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;235.546.561;4º Módulo;Técnico;Produção Industrial;Química;Química;Noite;15;14;29;0;0;7;22;25;0;0;1;1;0;1;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.816.742;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;10;30;40;0;0;0;0;29;8;0;0;1;0;1;1;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.830.701;2ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;10;24;34;0;0;0;0;27;4;0;1;1;0;0;1;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.830.958;3ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;10;29;39;0;0;0;0;36;0;0;0;1;0;0;2;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.816.767;1ª Série;Integrado;Ambiente e Saúde;Química;Meio Ambiente (Etim);Integral;23;17;40;0;0;0;0;37;3;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.830.750;2ª Série;Integrado;Ambiente e Saúde;Química;Meio Ambiente (Etim);Integral;24;12;36;0;0;0;0;28;5;0;0;0;0;0;3;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Noroeste;Etec Paulistano;229;234.831.154;3ª Série;Integrado;Ambiente e Saúde;Química;Meio Ambiente (Etim);Integral;23;10;33;0;0;0;0;33;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.731;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;27;13;40;0;0;6;34;31;0;0;0;1;0;8;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.954;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;14;40;0;0;6;34;35;0;0;0;0;0;4;0;1;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.184;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;13;32;0;0;6;26;27;0;0;0;0;0;4;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.283;4º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;1;31;32;0;0;6;26;28;0;0;0;0;0;4;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.970;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;1;34;35;0;0;4;31;29;0;0;0;0;0;9;0;4;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.772;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;0;39;39;0;0;5;34;30;5;0;0;1;0;3;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.200;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;0;33;33;0;0;8;25;28;0;0;0;2;0;4;0;2;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.234;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Tarde;25;12;37;0;0;18;19;34;0;0;0;1;0;2;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.036;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;26;12;38;0;0;7;31;31;1;0;0;0;0;7;0;4;3
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.798;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Tarde;34;6;40;0;0;19;21;34;1;0;0;0;0;5;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.996;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Tarde;30;6;36;0;0;22;14;34;0;0;0;0;0;2;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.863;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;29;11;40;1;0;10;29;34;1;0;0;0;0;5;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.242;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;21;12;33;0;0;4;29;30;0;0;0;0;0;4;0;1;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.267;3º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática;Noite;7;24;31;0;0;6;25;30;0;0;0;0;0;1;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.520.905;1º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática;Noite;8;32;40;1;0;6;33;32;0;0;0;1;0;7;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.521.051;2º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática;Noite;2;33;35;2;0;7;26;30;1;0;0;0;0;4;0;1;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;234.478.055;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;28;11;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;234.477.727;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;27;13;40;0;0;0;0;39;0;0;0;1;0;0;1;1;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;234.478.253;3ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrônica (Etim);Integral;4;31;35;0;0;0;0;34;0;0;0;0;0;0;1;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;234.477.925;2ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrônica (Etim);Integral;6;31;37;0;0;0;0;28;7;0;0;0;0;0;3;1;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.050.788;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec (Novotec);Tarde;7;32;39;0;0;0;0;39;0;0;0;0;0;0;2;2;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;234.819.886;1ª Série;Integrado;Informação e Comunicação;Informática;Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec (Novotec);Tarde;10;28;38;0;0;0;0;34;4;0;0;0;0;0;2;2;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;234.819.746;1ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec (Novotec);Tarde;32;5;37;0;0;0;0;35;1;0;0;1;0;0;3;3;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.071.743;2ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Qualificação Profissional de Assistente de Recursos Humanos - MQTec (Novotec);Manhã;23;15;38;0;0;0;0;34;2;0;0;2;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.071.685;1ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Qualificação Profissional de Assistente de Recursos Humanos - MQTec (Novotec);Manhã;29;11;40;0;0;0;0;30;7;0;0;3;0;0;1;1;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Supervisão Pedagógica Regional - Grande São Paulo Leste;Etec Professor Adhemar Batista Heméritas;207;235.071.768;2ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Qualificação Profissional de Auxiliar Administrativo, de Auxiliar de Finanças e de Auxiliar de Marketing e Comercial - MQTec (Novotec);Manhã;15;21;36;0;0;0;0;33;1;0;0;0;0;1;4;3;0
